# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
9807         3   49724295   49786540      1       1  323       1.0881   -2.2204e-16       1.0881
1795         3   50674969   51384198      1       1  317     -0.90837   -1.1102e-16     -0.90837
25886        3   52075233   52154690      1       1  319      0.18831   -1.3878e-16      0.18831
80335        3   52254422   52287876      1       1  315     -0.12071    -1.249e-16     -0.12071
100526772    3   52833115   52897581      2       1  322       0.5662   -1.1102e-16       0.5662
375346       3   52836756   52897581      2       1  322       0.5662   -1.1102e-16       0.5662
51460        3   52899982   53046655      1       1  318      -3.0134             0      -3.0134
5580         3   53161207   53192717      1       1  321     -0.37931   -1.1102e-16     -0.37931
776          3   53494976   53813151      1       1  322       1.5558   -2.2204e-16       1.5558
55799        3   54122593   55074557      2       1  320       1.4147   -2.2204e-16       1.4147
26059        3   55508308   56468366      6       4  322       1.1733   -2.2204e-16       1.1733
285331       3   56557111   56621836      1       1  319       2.2995             0       2.2995
23272        3   56620132   56683242      1       1  322       2.2319             0       2.2319
50650        3   56727418   57079308      1       1  323     -0.75873   -1.1102e-16     -0.75873
26060        3   57227737   57273471      1       1  317       1.6092   -2.2204e-16       1.6092
142686       3   57268351   57292720      1       1  319       2.0419             0       2.0419
201625       3   57293699   57544344      1       1  322      0.77647   -1.1102e-16      0.77647
7871         3   57756221   57930003      1       1  323       1.2293   -2.2204e-16       1.2293
57406        3   58237506   58294738      1       1  323       2.8608             0       2.8608
54899        3   58332890   58426127      1       1  322     -0.62119   -1.1102e-16     -0.62119
2272         3   59747587   61251459      9       6  320       1.1304   -2.2204e-16       1.1304
5793         3   61561569   62297609      1       1  316      0.60196   -1.1102e-16      0.60196
8618         3   62398346   62875389      3       2  322    -0.014959    -1.301e-16    -0.014959
132204       3   63200409   63616924      2       1  322      0.78096   -1.1102e-16      0.78096
80145        3   63833870   63864399      1       1  319     -0.84649   -1.1102e-16     -0.84649
166336       3   64093850   64445476      2       1  322       1.7701   -2.2204e-16       1.7701
56999        3   64515654   64688000      1       1  323         2.13             0         2.13
9223         3   65330764   66038836      3       2  322      -2.0746             0      -2.0746
26018        3   66378797   66501263      3       2  322      0.58259   -1.1102e-16      0.58259
8801         3   67360460   67654614      2       1  323      -1.5023   -2.2204e-16      -1.5023
285203       3   68975212   69013961      1       1  322      -0.9657   -1.1102e-16      -0.9657
7110         3   69019827   69052333      1       1  322      -1.4591   -2.2204e-16      -1.4591
23150        3   69168782   69541340      1       1  322      -0.8351   -1.1102e-16      -0.8351
4286         3   69739435   69968337      1       1  321      -1.5808   -2.2204e-16      -1.5808
27086        3   70954714   71583989      2       1  323       2.2116             0       2.2116
317649       3   71679289   71754773      1       1  322      -1.0613   -2.2204e-16      -1.0613
23024        3   73382430   73624921      1       1  321       3.3884             0       3.3884
5067         3   74262568   74614445      1       1  323      0.83848   -1.1102e-16      0.83848
6092         3   75906675   77649964      5       3  320      -1.2537   -2.2204e-16      -1.2537
6091         3   78597238   79767998      3       2  322     -0.70564   -1.1102e-16     -0.70564
253559       3   84958982   86074429      1       1  322     -0.47296   -1.1102e-16     -0.47296
3355         3   87792767   87994856      1       1  323       1.8624   -2.2204e-16       1.8624
8545         3   88051950   88149866      1       1  323     -0.47199   -1.1102e-16     -0.47199
100506944    3   88338295   88468050      2       1  322       2.7335             0       2.7335
200894       3   93980134   94055678      1       1  323      0.24263   -1.3878e-16      0.24263
415117       3   94014365   94028776      1       1  323      0.24263   -1.3878e-16      0.24263
285220       3   96814581   97764977      2       1  321     -0.80219   -1.1102e-16     -0.80219
26341        3   98132698   98133639      1       1  322      0.95474   -1.1102e-16      0.95474
10402        3   98732236   98797054      1       1  323       2.3809             0       2.3809
131566       3   98795970   98901689      1       1  321     -0.96938   -1.1102e-16     -0.96938
1295         3   99638596   99796733      1       1  322       1.9182   -2.2204e-16       1.9182
84319        3   99817834  100178632      1       1  323      0.59668   -1.1102e-16      0.59668
11259        3   99833144  100114513      1       1  323      0.59668   -1.1102e-16      0.59668
348801       3  100401193  100456326      1       1  322         0.18   -1.3878e-16         0.18
10342        3  100709284  100748967      1       1  320     -0.67492   -1.1102e-16     -0.67492
57337        3  101324189  101513883      3       2  321     0.078722    -1.249e-16     0.078722
868          3  105655461  105869552      1       1  322      0.87247   -1.1102e-16      0.87247
56987        3  107522936  107811329      1       1  323     -0.84693   -1.1102e-16     -0.84693
22989        3  108380368  108549465      1       1  320      0.21553   -1.3878e-16      0.21553
9666         3  108589490  108694846      1       1  322       2.3192             0       2.3192
285335       3  112140898  112362986      2       1  322      0.55251   -1.1102e-16      0.55251
4345         3  112332347  112362812      2       1  322      0.55251   -1.1102e-16      0.55251
151888       3  112463966  112499702      1       1  323     -0.94621   -1.1102e-16     -0.94621
64422        3  112532507  112561963      1       1  323     -0.31168   -1.1102e-16     -0.31168
55779        3  113286930  113445190      1       1  323      -1.3269   -2.2204e-16      -1.3269
254887       3  113947901  113992167      2       1  323       1.2378   -2.2204e-16       1.2378
1814         3  114127797  114199407      2       1  322      -0.2856   -1.1102e-16      -0.2856
4045         3  115802363  116445542      1       1  320      -1.4745   -2.2204e-16      -1.4745
152404       3  118900630  119146068      2       1  322       1.5772   -2.2204e-16       1.5772
8702         3  119211742  119240905      1       1  323     -0.85821   -1.1102e-16     -0.85821
57514        3  119294289  119419476      1       1  322       1.8095   -2.2204e-16       1.8095
2932         3  119821321  120094417      1       1  323      0.10015    -1.249e-16      0.10015
165829       3  120165481  120285124      2       1  321    0.0098051    -1.301e-16    0.0098051
9515         3  120908203  121424761      3       2  322      0.22008   -1.3878e-16      0.22008
3059         3  121631398  121660948      1       1  323     -0.48433   -1.1102e-16     -0.48433
2804         3  121663199  121750811      3       2  321       2.0414             0       2.0414
286676       3  121987323  122060516      1       1  321       1.5525   -2.2204e-16       1.5525
942          3  122055362  122121143      1       1  321       1.5525   -2.2204e-16       1.5525
846          3  122183667  122286503      1       1  321      -1.6903   -2.2204e-16      -1.6903
131076       3  122359589  122383281      1       1  323      0.41732   -1.1102e-16      0.41732
3836         3  122421901  122514939      2       1  322       2.2697             0       2.2697
54625        3  122680763  122730840      1       1  320       0.3958   -1.1102e-16       0.3958
10954        3  123067009  123162106      1       1  319      0.20539   -1.3878e-16      0.20539
8997         3  124033339  124726325      3       2  321      0.76034   -1.1102e-16      0.76034
7707         3  125225669  125375354      1       1  323     -0.84534   -1.1102e-16     -0.84534
8723         3  125446644  125520214      1       1  323     -0.99816   -1.1102e-16     -0.99816
54946        3  126006357  126101550      1       1  320      -1.0249   -2.2204e-16      -1.0249
84303        3  126704220  126960420      3       2  318     -0.85287   -1.1102e-16     -0.85287
60678        3  128153457  128426193      3       2  319      0.39624   -1.1102e-16      0.39624
57501        3  128910186  129026519      1       1  322       1.5632   -2.2204e-16       1.5632
79825        3  129001251  129040742      1       1  322       1.5632   -2.2204e-16       1.5632
131873       3  130517177  130678135      1       1  322     -0.69896   -1.1102e-16     -0.69896
27032        3  130850483  131016712      2       1  321       2.8065             0       2.8065
79858        3  131026850  131350465      2       1  323       3.8525             0       3.8525
11222        3  131462201  131503016      2       1  322      0.17577   -1.3878e-16      0.17577
131034       3  131533560  132285547      4       2  320     -0.38914   -1.1102e-16     -0.38914
23317        3  132417532  132539032      1       1  322     -0.19376   -1.3878e-16     -0.19376
84129        3  132558138  132660131      1       1  323      0.57459   -1.1102e-16      0.57459
66000        3  133038288  133397775      1       1  321      0.85605   -1.1102e-16      0.85605
11073        3  133600605  133661918      1       1  323      -1.0674   -2.2204e-16      -1.0674
6578         3  133932696  134030076      1       1  320       2.1674             0       2.1674
2047         3  134795257  135260467      1       1  322       1.9697   -2.2204e-16       1.9697
5523         3  135965673  136147910      1       1  321       2.3604             0       2.3604
80723        3  136819019  136855892      1       1  321      0.50104   -1.1102e-16      0.50104
64084        3  139935185  140568077      2       1  320     -0.78386   -1.1102e-16     -0.78386
92369        3  141050795  141148611      2       1  323       3.2301             0       3.2301
253461       3  141324213  141449792      2       1  320     -0.52602   -1.1102e-16     -0.52602
285195       3  143265221  143848531      2       1  321       1.6843   -2.2204e-16       1.6843
5352         3  146069436  146161495      1       1  320      0.64538   -1.1102e-16      0.64538
57088        3  146192335  146251179      1       1  320      0.77205   -1.1102e-16      0.77205
105374313    3  150090269  150151046      2       1  320      0.31748   -1.1102e-16      0.31748
6478         3  150741123  150763476      1       1  323       2.0168             0       2.0168
4154         3  152244321  152465780      2       1  321       1.1107   -2.2204e-16       1.1107
7881         3  156120548  156539138      1       1  321       1.1363   -2.2204e-16       1.1363
79674        3  157259742  157503626      1       1  323    -0.062464   -1.3184e-16    -0.062464
51319        3  158110052  158544835      4       2  321     -0.98099   -1.1102e-16     -0.98099
654502       3  159069252  159266307      1       1  323       1.1355   -2.2204e-16       1.1355
100505385    3  159069252  159897366      4       2  323        2.069             0        2.069
29970        3  159273247  159897366      3       2  322       2.1936             0       2.1936
151742       3  160755532  161078902      1       1  321     -0.19199   -1.3878e-16     -0.19199
6476         3  164978893  165078495      2       1  319      -1.6207   -2.2204e-16      -1.6207
590          3  165772904  165837472      2       1  322     -0.62303   -1.1102e-16     -0.62303
79740        3  167178425  167380405      1       1  319     -0.12074    -1.249e-16     -0.12074
11235        3  167683735  167735422      1       1  319      0.43969   -1.1102e-16      0.43969
27333        3  168008669  168095924      1       1  321      -1.4855   -2.2204e-16      -1.4855
2122         3  169083499  169663786      1       1  322      0.18066   -1.3878e-16      0.18066
57709        3  170459554  170586074      1       1  323     -0.88173   -1.1102e-16     -0.88173
23043        3  171062503  171460408      2       1  321      0.89275   -1.1102e-16      0.89275
83893        3  172889357  173141268      1       1  314      0.34288   -1.1102e-16      0.34288
22871        3  173396490  174286644      2       1  318      -2.3689             0      -2.3689
254827       3  174440995  175809510      4       2  317    -0.036201   -1.3184e-16    -0.036201
10242        3  178536298  178844429      2       1  323      -1.3328   -2.2204e-16      -1.3328
64393        3  179017223  179072279      1       1  323     -0.20692   -1.3878e-16     -0.20692
59345        3  179396088  179451583      1       1  323       1.4032   -2.2204e-16       1.4032
8975         3  179653145  179789401      1       1  323      0.84284   -1.1102e-16      0.84284
8087         3  180912446  180982753      1       1  323      0.83779   -1.1102e-16      0.83779
23200        3  182793503  182921635      2       1  322       1.0703   -2.2204e-16       1.0703
23101        3  183178004  183428619      1       1  323      -2.1904             0      -2.1904
54800        3  183635011  183684519      1       1  320      0.10797    -1.249e-16      0.10797
55689        3  183697804  183812625      1       1  323      -1.7249   -2.2204e-16      -1.7249
55486        3  183826488  183884905      1       1  322       1.0461   -2.2204e-16       1.0461
10057        3  183919934  184018010      1       1  321      0.10883    -1.249e-16      0.10883
1857         3  184155311  184173526      1       1  321      0.61352   -1.1102e-16      0.61352
55324        3  184186075  184194452      1       1  321       1.0062   -2.2204e-16       1.0062
23355        3  184812137  185052614      2       1  322       0.9996   -1.1102e-16       0.9996
90407        3  185482671  185499057      1       1  321      0.40162   -1.1102e-16      0.40162
6434         3  185914568  185938136      1       1  318      0.79456   -1.1102e-16      0.79456
1608         3  186147201  186362234      1       1  321       1.0801   -2.2204e-16       1.0801
5984         3  186789892  186806695      1       1  323      0.20318   -1.3878e-16      0.20318
116832       3  187120953  187139475      1       1  323     -0.85741   -1.1102e-16     -0.85741
5648         3  187216085  187292022      1       1  322     -0.49595   -1.1102e-16     -0.49595
285386       3  189099459  189323482      2       1  323      0.35063   -1.1102e-16      0.35063
8626         3  189566861  189897279      5       3  320        -1.09   -2.2204e-16        -1.09
9076         3  190305701  190322446      1       1  322    -0.056151   -1.3184e-16    -0.056151
3556         3  190514051  190657197      1       1  320       1.1295   -2.2204e-16       1.1295
344901       3  191199142  191263338      1       1  323      0.94688   -1.1102e-16      0.94688
2257         3  192139244  192727599      1       1  323       1.6923   -2.2204e-16       1.6923
344905       3  193274789  193378824      1       1  320     0.029919   -1.3184e-16     0.029919
84239        3  193398967  193555122      2       1  323       1.7906   -2.2204e-16       1.7906
4976         3  193593144  193697811      1       1  322      -1.1105   -2.2204e-16      -1.1105
5504         3  195514422  195543401      1       1  322    -0.082734    -1.249e-16    -0.082734
10188        3  195863364  195909009      1       1  321       3.2232             0       3.2232
131540       3  196197443  196211437      1       1  322      -1.0821   -2.2204e-16      -1.0821
5130         3  196238382  196287713      1       1  322        4.044             0        4.044
165918       3  196468783  196503768      1       1  323       1.2592   -2.2204e-16       1.2592
1739         3  197042560  197299272      1       1  321    -0.024704   -1.3184e-16    -0.024704
5158         4     587325     670892      1       1  323      -1.6449   -2.2204e-16      -1.6449
10336        4     705748     770640      1       1  323      -1.1932   -2.2204e-16      -1.1932
3425         4     986997    1004557      1       1  312     -0.61747   -1.1102e-16     -0.61747
1487         4    1211440    1250248      1       1  320        -1.73   -2.2204e-16        -1.73
57732        4    2267524    2418690      4       2  321      -1.7926   -2.2204e-16      -1.7926
6047         4    2469068    2515859      1       1  321       -1.939   -2.2204e-16       -1.939
10227        4    2930560    2934868      1       1  319      -1.7513   -2.2204e-16      -1.7513
6002         4    3292978    3439913      1       1  321     -0.87518   -1.1102e-16     -0.87518
55351        4    5051211    5500998      2       1  319      0.72128   -1.1102e-16      0.72128
132884       4    5534397    5709548      3       2  320      0.36044   -1.1102e-16      0.36044
2121         4    5711189    5829045      1       1  322     -0.42956   -1.1102e-16     -0.42956
152789       4    6026199    6200591      1       1  322     -0.68337   -1.1102e-16     -0.68337
5522         4    6320578    6563600      2       1  322      0.60765   -1.1102e-16      0.60765
57537        4    7192607    7742837      6       4  320     -0.88351   -1.1102e-16     -0.88351
60312        4    7758713    7939926      1       1  322    -0.074098    -1.249e-16    -0.074098
84448        4    7965310    8158832      1       1  322      -1.2026   -2.2204e-16      -1.2026
8532         4    8592660    8619761      1       1  323      -1.2126   -2.2204e-16      -1.2126
101928948    4    9532033    9660852      2       1  310      -0.6659   -1.1102e-16      -0.6659
259282       4   13568738   13627705      1       1  318       1.4916   -2.2204e-16       1.4916
57545        4   15469861   15601971      1       1  320     -0.90452   -1.1102e-16     -0.90452
8842         4   15968226   16119884      1       1  321       1.6351   -2.2204e-16       1.6351
9079         4   16501534   16898809      2       1  321     -0.44181   -1.1102e-16     -0.44181
27146        4   17632073   17781527      1       1  322      -1.0086   -2.2204e-16      -1.0086
64151        4   17810813   17844865      1       1  319      -1.9288   -2.2204e-16      -1.9288
254251       4   17841199   18021860      1       1  322         0.81   -1.1102e-16         0.81
9353         4   20251925   20620561      2       1  318     -0.38322   -1.1102e-16     -0.38322
80333        4   20728606   21948801      7       4  320     -0.48597   -1.1102e-16     -0.48597
10891        4   23792021   24472771      2       1  323      0.48035   -1.1102e-16      0.48035
23231        4   25721867   25863595      1       1  322     -0.52881   -1.1102e-16     -0.52881
57495        4   37245068   37449465      1       1  323     -0.22081   -1.3878e-16     -0.22081
55276        4   37826660   37862938      1       1  319     -0.59154   -1.1102e-16     -0.59154
23216        4   37891084   38139175      3       2  321     -0.37096   -1.1102e-16     -0.37096
81793        4   38772238   38782990      2       1  323      0.49996   -1.1102e-16      0.49996
92689        4   38867733   38945744      4       2  321     -0.98095   -1.1102e-16     -0.98095
51088        4   39044801   39142823      1       1  323       1.4146   -2.2204e-16       1.4146
152831       4   39406853   39451533      1       1  322      -2.1781             0      -2.1781
3093         4   39698044   39782792      1       1  321      0.70221   -1.1102e-16      0.70221
23244        4   39822863   39977956      1       1  321      -0.6644   -1.1102e-16      -0.6644
55728        4   40056212   40185798      1       1  321      0.84199   -1.1102e-16      0.84199
399          4   40191011   40244764      1       1  321     -0.19672   -1.3878e-16     -0.19672
55584        4   40335329   40355217      1       1  322    -0.026126   -1.3184e-16    -0.026126
54502        4   40423255   40630786      1       1  323     0.040824   -1.3184e-16     0.040824
323          4   40810027   41216714      1       1  322     -0.87139   -1.1102e-16     -0.87139
22998        4   41359607   41700044      1       1  321      -1.8143   -2.2204e-16      -1.8143
8929         4   41744082   41748970      1       1  323      -1.4007   -2.2204e-16      -1.4007
10396        4   42408373   42657105      1       1  322     -0.18063   -1.3878e-16     -0.18063
389207       4   42893266   43030658      1       1  323     -0.10599    -1.249e-16     -0.10599
386617       4   44173903   44448885      1       1  322     -0.38008   -1.1102e-16     -0.38008
2555         4   46243548   46390039      1       1  320     -0.33888   -1.1102e-16     -0.33888
2560         4   46993858   47427343      2       1  323       2.0581             0       2.0581
10699        4   47593998   47838106      1       1  319      -0.6471   -1.1102e-16      -0.6471
152519       4   48016774   48040173      1       1  322       -0.176   -1.3878e-16       -0.176
285527       4   48497363   48780312      1       1  320     -0.92409   -1.1102e-16     -0.92409
81608        4   53377646   53462611      1       1  322     -0.53562   -1.1102e-16     -0.53562
55858        4   55395913   55452974      1       1  321      0.53017   -1.1102e-16      0.53017
132954       4   55556523   55592268      1       1  321     0.075922    -1.249e-16     0.075922
10874        4   55595229   55636698      1       1  320      -1.1537   -2.2204e-16      -1.1537
9662         4   55948808   56033363      1       1  322      -1.6302   -2.2204e-16      -1.6302
100506564    4   56530575   56641550      1       1  323     -0.70331   -1.1102e-16     -0.70331
5978         4   56907876   56935845      1       1  322     -0.32698   -1.1102e-16     -0.32698
23284        4   61383124   62078335      2       1  322      0.49664   -1.1102e-16      0.49664
253017       4   64276298   64409494      1       1  320      0.18967   -1.3878e-16      0.18967
2044         4   65319563   65670495      3       2  320      -1.8907   -2.2204e-16      -1.8907
258          4   70592258   70607288      1       1  320       0.2589   -1.1102e-16       0.2589
1633         4   70993548   71030914      1       1  323     -0.99614   -1.1102e-16     -0.99614
10886        4   72031804   72148201      1       1  320      -1.3394   -2.2204e-16      -1.3394
9508         4   72280969   72568799      2       1  321      -1.3577   -2.2204e-16      -1.3577
26057        4   73074785   73259142      1       1  322      0.22088   -1.3878e-16      0.22088
25849        4   74933075   75050115      1       1  321      -1.0379   -2.2204e-16      -1.0379
339965       4   76313039   76421893      1       1  323     -0.35686   -1.1102e-16     -0.35686
57619        4   76435100   76783253      2       1  322     -0.69881   -1.1102e-16     -0.69881
55752        4   76949742   77040154      1       1  323      0.75116   -1.1102e-16      0.75116
246175       4   77713387   77820238      2       1  319      0.23946   -1.3878e-16      0.23946
65008        4   77861955   77952790      1       1  318     -0.29346   -1.1102e-16     -0.29346
118429       4   79901617   80073472      1       1  323     -0.95074   -1.1102e-16     -0.95074
255119       4   80335326   80963756      6       4  320     -0.62628   -1.1102e-16     -0.62628
441027       4   82484451   82561973      1       1  321     -0.42127   -1.1102e-16     -0.42127
51138        4   83035086   83075818      1       1  319      0.27286   -1.1102e-16      0.27286
51316        4   83090048   83114758      1       1  322     0.087033    -1.249e-16     0.087033
1040         4   84582904   84651340      1       1  320     -0.70359   -1.1102e-16     -0.70359
23001        4   84669537   84966391      2       1  319     -0.65781   -1.1102e-16     -0.65781
83478        4   85147742   86002670      3       2  320      0.70153   -1.1102e-16      0.70153
345274       4   86787607   86849360      1       1  320      -0.5672   -1.1102e-16      -0.5672
4299         4   86934511   87141054      1       1  320     -0.12752   -1.3878e-16     -0.12752
57563        4   87160103   87220608      1       1  313      -2.4345             0      -2.4345
9429         4   88090264   88231417      1       1  319      0.87308   -1.1102e-16      0.87308
8916         4   88592423   88709297      1       1  322     0.096005    -1.249e-16     0.096005
10144        4   88725954   89111398      7       4  322      -1.1517   -2.2204e-16      -1.1517
6622         4   89724099   89838314      2       1  319      0.20961   -1.3878e-16      0.20961
401145       4   90127394   91602219      4       2  320     -0.22216   -1.3878e-16     -0.22216
2895         4   92304399   93774556      3       2  320     -0.64603   -1.1102e-16     -0.64603
658          4   94757977   95158450      2       1  321      0.17487   -1.3878e-16      0.17487
8633         4   95162504   95549210      1       1  323      -2.2343             0      -2.2343
285555       4   97441146   98143470      1       1  318     -0.87478   -1.1102e-16     -0.87478
5910         4   98261376   98443861      1       1  315      -0.4473   -1.1102e-16      -0.4473
51705        4  100395341  100518093      1       1  308      0.26828   -1.1102e-16      0.26828
5530         4  101023430  101347471      2       1  322      0.74091   -1.1102e-16      0.74091
55024        4  101790607  102074812      2       1  322      0.67783   -1.1102e-16      0.67783
54848        4  105552522  105682539      1       1  321     -0.91254   -1.1102e-16     -0.91254
255743       4  105894526  105971671      1       1  322    -0.025913   -1.3184e-16    -0.025913
27123        4  106921802  107036296      2       1  323      -1.0628   -2.2204e-16      -1.0628
3033         4  107989714  108035175      2       1  322     -0.57261   -1.1102e-16     -0.57261
51176        4  108047545  108168956      1       1  320     0.020983   -1.3184e-16     0.020983
81579        4  109709989  109730086      1       1  321     -0.22261   -1.3878e-16     -0.22261
10692        4  109827994  109844707      1       1  312      0.10236    -1.249e-16      0.10236
79071        4  110049073  110199199      1       1  323      -1.4984   -2.2204e-16      -1.4984
55345        4  112539333  112636995      1       1  322     -0.86355   -1.1102e-16     -0.86355
287          4  112818083  113383740      2       1  323      -2.4809             0      -2.4809
817          4  113451032  113762133      1       1  323      0.96431   -1.1102e-16      0.96431
79642        4  113900284  113981430      1       1  322      -3.2433             0      -3.2433
7368         4  114598403  114678225      1       1  323      0.05926   -1.3184e-16      0.05926
9348         4  118033826  118258634      1       1  321       -1.743   -2.2204e-16       -1.743
9871         4  118722823  118838683      1       1  314      -1.0372   -2.2204e-16      -1.0372
54532        4  119212618  119295518      1       1  322      -1.0303   -2.2204e-16      -1.0303
11107        4  120684928  120922866      2       1  322     -0.72281   -1.1102e-16     -0.72281
84162        4  122152333  122362759      2       1  318       1.5831   -2.2204e-16       1.5831
166379       4  122700444  122744943      1       1  322      -1.9548   -2.2204e-16      -1.9548
79633        4  125315897  125492932      1       1  319      0.34233   -1.1102e-16      0.34233
22824        4  127782209  127834073      1       1  321      -1.2762   -2.2204e-16      -1.2762
1998         4  139057717  139177218      1       1  315     -0.25457   -1.1102e-16     -0.25457
84709        4  139266163  139280338      1       1  322      0.04557   -1.3184e-16      0.04557
55534        4  139716391  140154079      1       1  323       1.9526   -2.2204e-16       1.9526
255520       4  140524158  140553770      1       1  321       1.0645   -2.2204e-16       1.0645
23158        4  140620782  140756317      1       1  319      -1.3187   -2.2204e-16      -1.3187
57484        4  140859807  141212869      1       1  317      -1.3026   -2.2204e-16      -1.3026
54726        4  145133650  145179973      1       1  316      0.89028   -1.1102e-16      0.89028
1909         4  147480917  147544954      1       1  314    -0.041847   -1.3184e-16    -0.041847
90826        4  147637785  147684230      1       1  322    -0.047044   -1.3184e-16    -0.047044
285423       4  149150322  149815835      2       1  321      0.81919   -1.1102e-16      0.81919
987          4  150264659  151015727      2       1  323      -0.7646   -1.1102e-16      -0.7646
729830       4  151409156  151670503      1       1  320      -2.5073             0      -2.5073
7097         4  153684256  153706091      1       1  321       -0.325   -1.1102e-16       -0.325
54798        4  154234375  154491778      1       1  321      -1.7082   -2.2204e-16      -1.7082
2266         4  154604134  154612750      1       1  322      0.19696   -1.3878e-16      0.19696
9227         4  154626961  154753119      1       1  322       0.0797    -1.249e-16       0.0797
166863       4  154781252  154828813      1       1  321       0.4253   -1.1102e-16       0.4253
2982         4  155666568  155737062      2       1  323     -0.98076   -1.1102e-16     -0.98076
56034        4  156761611  156971394      1       1  323      -1.9258   -2.2204e-16      -1.9258
9693         4  159104071  159360162      1       1  322       1.8472   -2.2204e-16       1.8472
56884        4  161383892  162164034      2       1  316     -0.73457   -1.1102e-16     -0.73457
55016        4  163524298  164383989      1       1  323        1.915   -2.2204e-16        1.915
50859        4  166733384  167234796      3       2  321     -0.93124   -1.1102e-16     -0.93124
84869        4  168894623  169010317      1       1  311     -0.88591   -1.1102e-16     -0.88591
57630        4  169094256  169271098      1       1  316      -1.8235   -2.2204e-16      -1.8235
4750         4  169393270  169612629      1       1  322      -2.1486             0      -2.1486
442117       4  171813424  173040408      2       1  322      -1.5045   -2.2204e-16      -1.5045
51809        4  173168753  173323967      1       1  320       1.1693   -2.2204e-16       1.1693
105377542    4  173527382  173583168      1       1  323     -0.74972   -1.1102e-16     -0.74972
8001         4  174624141  174829315      1       1  323      0.50954   -1.1102e-16      0.50954
11086        4  174918358  174978180      1       1  321      0.70155   -1.1102e-16      0.70155
2823         4  175632937  176002691      1       1  322      -1.2857   -2.2204e-16      -1.2857
55714        4  182323984  182803024      1       1  318     -0.76718   -1.1102e-16     -0.76718
60684        4  183659267  183713594      1       1  321     -0.83522   -1.1102e-16     -0.83522
133121       4  184088706  184217961      1       1  321     -0.45816   -1.1102e-16     -0.45816
2180         4  184755595  184826114      1       1  321     -0.54518   -1.1102e-16     -0.54518
57587        4  185151723  185209495      2       1  323     -0.17155   -1.3878e-16     -0.17155
83891        4  185204242  185363969      3       2  321     -0.43791   -1.1102e-16     -0.43791
2195         4  186587783  186726915      1       1  320     0.045253   -1.3184e-16     0.045253
57491        5     304176     438291      1       1  322       1.1083   -2.2204e-16       1.1083
79844        5     795605     858973      1       1  321      -1.6924   -2.2204e-16      -1.6924
10723        5    1050374    1155747      1       1  315      -1.0201   -2.2204e-16      -1.0201
101928793    5    1081751    1083738      1       1  315      -1.0201   -2.2204e-16      -1.0201
348932       5    1225355    1246189      1       1  322     -0.86157   -1.1102e-16     -0.86157
50805        5    1877427    1887179      1       1  313      0.75962   -1.1102e-16      0.75962
170690       5    5140330    5320299      1       1  322      -2.4443             0      -2.4443
23379        5    5422673    5490234      1       1  322      0.67924   -1.1102e-16      0.67924
108          5    7396230    7830081      1       1  323      -1.8142   -2.2204e-16      -1.8142
4552         5    7851186    7901124      1       1  322       1.0854   -2.2204e-16       1.0854
9037         5    9035026    9546121      3       2  322      -1.5439   -2.2204e-16      -1.5439
651746       5   10564323   10657816      1       1  322       1.6064   -2.2204e-16       1.6064
1501         5   10971840   11904043      6       4  322     -0.75755   -1.1102e-16     -0.75755
1767         5   13690328   14011759      4       2  321      -0.8381   -1.1102e-16      -0.8381
23194        5   15500165   15939796      2       1  323      0.62813   -1.1102e-16      0.62813
54463        5   16472816   16617058      2       1  319       1.4212   -2.2204e-16       1.4212
4651         5   16661907   16936276      2       1  322       2.1152             0       2.1152
1016         5   19472930   20575873      3       2  319     -0.82567   -1.1102e-16     -0.82567
1010         5   21750864   22853622      4       2  319    -0.065093    -1.249e-16    -0.065093
1008         5   24487100   24645024      1       1  323       1.5776   -2.2204e-16       1.5776
1007         5   26880600   27121198      2       1  318     0.045281   -1.3184e-16     0.045281
1004         5   31193655   31329146      2       1  323      0.64358   -1.1102e-16      0.64358
29102        5   31400494   31532175      1       1  323     -0.50402   -1.1102e-16     -0.50402
81792        5   33523535   33892194      3       2  323     -0.55537   -1.1102e-16     -0.55537
51151        5   33944616   33985144      1       1  323     -0.23303   -1.3878e-16     -0.23303
153657       5   34839164   34899650      1       1  322     -0.47529   -1.1102e-16     -0.47529
64902        5   34998101   35048188      1       1  323       1.3527   -2.2204e-16       1.3527
3575         5   35856875   35879603      2       1  322      0.48761   -1.1102e-16      0.48761
202151       5   36247874   36301926      2       1  322      -1.3672   -2.2204e-16      -1.3672
133584       5   38258409   38465480      1       1  322      0.12988   -1.3878e-16      0.12988
3977         5   38474963   38595405      2       1  322      0.93465   -1.1102e-16      0.93465
9180         5   38845858   38945579      1       1  323     -0.98103   -1.1102e-16     -0.98103
1601         5   39371674   39425233      1       1  323      -1.6044   -2.2204e-16      -1.6044
730          5   40909473   41016004      2       1  323      -1.6515   -2.2204e-16      -1.6515
133558       5   40998020   41071342      3       2  321      -1.5727   -2.2204e-16      -1.5727
100129792    5   42756818   42802437      1       1  322       0.3119   -1.1102e-16       0.3119
6414         5   42799880   42811922      1       1  322       0.3119   -1.1102e-16       0.3119
3673         5   52989326   53094779      1       1  321    -0.017867   -1.3184e-16    -0.017867
54622        5   53884748   54310586      2       1  323      0.79821   -1.1102e-16      0.79821
