GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
27333        3  168008669  168095924      1       1  321      -1.2747       0.8988
2122         3  169083499  169663786      1       1  322      0.47378      0.31783
57709        3  170459554  170586074      1       1  323     -0.62602      0.73435
23043        3  171062503  171460408      2       1  321        1.262      0.10347
83893        3  172889357  173141268      1       1  314      0.59896       0.2746
22871        3  173396490  174286644      2       1  318      -2.0209      0.97835
254827       3  174440995  175809510      4       2  317      0.46648      0.32044
10242        3  178536298  178844429      2       1  323     -0.92203      0.82174
64393        3  179017223  179072279      1       1  323     0.069364      0.47235
59345        3  179396088  179451583      1       1  323       1.6848     0.046012
8975         3  179653145  179789401      1       1  323       1.0981      0.13608
8087         3  180912446  180982753      1       1  323       1.1487      0.12533
23200        3  182793503  182921635      2       1  322       1.4406     0.074851
23101        3  183178004  183428619      1       1  323      -1.9305      0.97323
54800        3  183635011  183684519      1       1  320      0.30456      0.38035
55689        3  183697804  183812625      1       1  323      -1.4467      0.92601
55486        3  183826488  183884905      1       1  322       1.2819     0.099931
10057        3  183919934  184018010      1       1  321      0.32136      0.37397
1857         3  184155311  184173526      1       1  321      0.83809      0.20099
55324        3  184186075  184194452      1       1  321       1.2345       0.1085
23355        3  184812137  185052614      2       1  322       1.3814     0.083582
90407        3  185482671  185499057      1       1  321      0.61251       0.2701
6434         3  185914568  185938136      1       1  318      0.99425      0.16005
1608         3  186147201  186362234      1       1  321       1.2914     0.098286
5984         3  186789892  186806695      1       1  323      0.46133      0.32228
116832       3  187120953  187139475      1       1  323     -0.57892      0.71868
5648         3  187216085  187292022      1       1  322     -0.25845      0.60197
285386       3  189099459  189323482      2       1  323       0.7466      0.22765
8626         3  189566861  189897279      5       3  320     -0.44153      0.67059
9076         3  190305701  190322446      1       1  322      0.34239      0.36603
3556         3  190514051  190657197      1       1  320       1.3476     0.088898
344901       3  191199142  191263338      1       1  323       1.2089      0.11335
2257         3  192139244  192727599      1       1  323       1.9476     0.025729
344905       3  193274789  193378824      1       1  320      0.23354      0.40767
84239        3  193398967  193555122      2       1  323       2.2024     0.013818
4976         3  193593144  193697811      1       1  322     -0.67783      0.75106
5504         3  195514422  195543401      1       1  322      0.22788      0.40987
10188        3  195863364  195909009      1       1  321        3.448   0.00028233
131540       3  196197443  196211437      1       1  322     -0.83834      0.79908
5130         3  196238382  196287713      1       1  322       4.3104   8.1463e-06
165918       3  196468783  196503768      1       1  323       1.5366     0.062201
1739         3  197042560  197299272      1       1  321      0.20793      0.41764
5158         4     587325     670892      1       1  323      -1.3811      0.91638
10336        4     705748     770640      1       1  323     -0.92351      0.82213
3425         4     986997    1004557      1       1  312     -0.31398      0.62323
1487         4    1211440    1250248      1       1  320      -1.5188      0.93559
57732        4    2267524    2418690      4       2  321      -1.2656      0.89718
6047         4    2469068    2515859      1       1  321      -1.7121      0.95656
10227        4    2930560    2934868      1       1  319      -1.4568      0.92741
6002         4    3292978    3439913      1       1  321     -0.66043      0.74551
55351        4    5051211    5500998      2       1  319        1.067      0.14299
132884       4    5534397    5709548      3       2  320      0.74237      0.22893
2121         4    5711189    5829045      1       1  322     -0.18942      0.57512
152789       4    6026199    6200591      1       1  322     -0.31095      0.62208
5522         4    6320578    6563600      2       1  322      0.97812      0.16401
57537        4    7192607    7742837      6       4  320    -0.072772      0.52901
60312        4    7758713    7939926      1       1  322      0.15696      0.43764
84448        4    7965310    8158832      1       1  322     -0.96234      0.83206
8532         4    8592660    8619761      1       1  323     -0.93789      0.82585
101928948    4    9532033    9660852      2       1  310     -0.14021      0.55575
259282       4   13568738   13627705      1       1  318       1.6858     0.045917
57545        4   15469861   15601971      1       1  320     -0.70788      0.76049
8842         4   15968226   16119884      1       1  321       1.8478     0.032318
9079         4   16501534   16898809      2       1  321    -0.085478      0.53406
27146        4   17632073   17781527      1       1  322     -0.76906      0.77907
64151        4   17810813   17844865      1       1  319       -1.733      0.95845
254251       4   17841199   18021860      1       1  322       1.0621      0.14409
9353         4   20251925   20620561      2       1  318    -0.049286      0.51965
80333        4   20728606   21948801      7       4  320      0.43959      0.33012
10891        4   23792021   24472771      2       1  323      0.88352      0.18848
23231        4   25721867   25863595      1       1  322     -0.28924       0.6138
57495        4   37245068   37449465      1       1  323     0.049652       0.4802
55276        4   37826660   37862938      1       1  319     -0.39216      0.65253
23216        4   37891084   38139175      3       2  321     0.017188      0.49314
81793        4   38772238   38782990      2       1  323      0.90797      0.18195
92689        4   38867733   38945744      4       2  321     -0.45977      0.67716
51088        4   39044801   39142823      1       1  323       1.6926     0.045266
152831       4   39406853   39451533      1       1  322      -1.9438      0.97404
3093         4   39698044   39782792      1       1  321      0.91384       0.1804
23244        4   39822863   39977956      1       1  321     -0.43462      0.66808
55728        4   40056212   40185798      1       1  321       1.0523      0.14633
399          4   40191011   40244764      1       1  321     0.025295      0.48991
55584        4   40335329   40355217      1       1  322       0.3463      0.36456
54502        4   40423255   40630786      1       1  323      0.30296      0.38096
323          4   40810027   41216714      1       1  322      -0.6419      0.73953
22998        4   41359607   41700044      1       1  321      -1.5893        0.944
8929         4   41744082   41748970      1       1  323      -1.1362      0.87207
10396        4   42408373   42657105      1       1  322     0.053467      0.47868
389207       4   42893266   43030658      1       1  323      0.16831      0.43317
386617       4   44173903   44448885      1       1  322     -0.13628       0.5542
2555         4   46243548   46390039      1       1  320     -0.13894      0.55525
2560         4   46993858   47427343      2       1  323       2.4626     0.006896
10699        4   47593998   47838106      1       1  319     -0.43668      0.66883
152519       4   48016774   48040173      1       1  322     0.057735      0.47698
285527       4   48497363   48780312      1       1  320     -0.72711      0.76642
81608        4   53377646   53462611      1       1  322     -0.29277      0.61515
55858        4   55395913   55452974      1       1  321      0.90947      0.18155
132954       4   55556523   55592268      1       1  321      0.28942      0.38613
10874        4   55595229   55636698      1       1  320      -0.9544      0.83006
9662         4   55948808   56033363      1       1  322      -1.3863      0.91717
100506564    4   56530575   56641550      1       1  323     -0.42703      0.66532
5978         4   56907876   56935845      1       1  322    -0.087065      0.53469
23284        4   61383124   62078335      2       1  322      0.87506      0.19077
253017       4   64276298   64409494      1       1  320      0.40851      0.34145
2044         4   65319563   65670495      3       2  320      -1.5193      0.93566
258          4   70592258   70607288      1       1  320      0.45615      0.32414
1633         4   70993548   71030914      1       1  323     -0.73103      0.76762
10886        4   72031804   72148201      1       1  320      -1.1407        0.873
9508         4   72280969   72568799      2       1  321      -1.0018      0.84177
26057        4   73074785   73259142      1       1  322      0.47156      0.31862
25849        4   74933075   75050115      1       1  321     -0.82119      0.79423
339965       4   76313039   76421893      1       1  323    -0.096177      0.53831
57619        4   76435100   76783253      2       1  322     -0.31694      0.62435
55752        4   76949742   77040154      1       1  323        1.069      0.14253
246175       4   77713387   77820238      2       1  319      0.58329      0.27985
65008        4   77861955   77952790      1       1  318    -0.090915      0.53622
118429       4   79901617   80073472      1       1  323     -0.69512      0.75651
255119       4   80335326   80963756      6       4  320       0.1779       0.4294
441027       4   82484451   82561973      1       1  321     -0.19239      0.57628
51138        4   83035086   83075818      1       1  319      0.47442       0.3176
51316        4   83090048   83114758      1       1  322      0.33265       0.3697
1040         4   84582904   84651340      1       1  320     -0.49475      0.68961
23001        4   84669537   84966391      2       1  319     -0.32218      0.62634
83478        4   85147742   86002670      3       2  320       1.0763      0.14089
345274       4   86787607   86849360      1       1  320     -0.36534      0.64257
4299         4   86934511   87141054      1       1  320     0.093105      0.46291
57563        4   87160103   87220608      1       1  313      -2.1727       0.9851
9429         4   88090264   88231417      1       1  319       1.0807      0.13992
8916         4   88592423   88709297      1       1  322      0.34598      0.36468
10144        4   88725954   89111398      7       4  322      -0.1934      0.57668
6622         4   89724099   89838314      2       1  319      0.53819      0.29522
401145       4   90127394   91602219      4       2  320      0.28513      0.38777
2895         4   92304399   93774556      3       2  320     -0.27441      0.60812
658          4   94757977   95158450      2       1  321      0.52547      0.29963
8633         4   95162504   95549210      1       1  323      -1.9675      0.97544
285555       4   97441146   98143470      1       1  318     -0.66824      0.74801
5910         4   98261376   98443861      1       1  315     -0.22549       0.5892
51705        4  100395341  100518093      1       1  308      0.75402      0.22542
5530         4  101023430  101347471      2       1  322       1.1105      0.13339
55024        4  101790607  102074812      2       1  322       1.0577       0.1451
54848        4  105552522  105682539      1       1  321     -0.69404      0.75617
255743       4  105894526  105971671      1       1  322       0.2222      0.41208
27123        4  106921802  107036296      2       1  323     -0.66497      0.74696
3033         4  107989714  108035175      2       1  322     -0.19978      0.57917
51176        4  108047545  108168956      1       1  320      0.21755      0.41389
81579        4  109709989  109730086      1       1  321    -0.011155      0.50445
10692        4  109827994  109844707      1       1  312      0.42003      0.33723
79071        4  110049073  110199199      1       1  323      -1.2266      0.89001
55345        4  112539333  112636995      1       1  322     -0.62898      0.73532
287          4  112818083  113383740      2       1  323      -2.0832      0.98139
817          4  113451032  113762133      1       1  323       1.2316      0.10905
79642        4  113900284  113981430      1       1  322      -3.0022      0.99866
7368         4  114598403  114678225      1       1  323      0.32218      0.37366
9348         4  118033826  118258634      1       1  321      -1.5211      0.93588
9871         4  118722823  118838683      1       1  314     -0.80216      0.78877
54532        4  119212618  119295518      1       1  322     -0.77829       0.7818
11107        4  120684928  120922866      2       1  322     -0.33732      0.63206
84162        4  122152333  122362759      2       1  318       1.9155     0.027712
166379       4  122700444  122744943      1       1  322      -1.7162      0.95694
79633        4  125315897  125492932      1       1  319      0.53189       0.2974
22824        4  127782209  127834073      1       1  321      -1.0477      0.85261
1998         4  139057717  139177218      1       1  315    -0.039339      0.51569
84709        4  139266163  139280338      1       1  322      0.28926      0.38619
55534        4  139716391  140154079      1       1  323       2.2159     0.013348
255520       4  140524158  140553770      1       1  321        1.275      0.10116
23158        4  140620782  140756317      1       1  319      -1.1137      0.86729
57484        4  140859807  141212869      1       1  317     -0.94371      0.82734
54726        4  145133650  145179973      1       1  316       1.0913      0.13757
1909         4  147480917  147544954      1       1  314      0.19415      0.42303
90826        4  147637785  147684230      1       1  322      0.19571      0.42242
285423       4  149150322  149815835      2       1  321       1.1909      0.11685
987          4  150264659  151015727      2       1  323     -0.36184      0.64126
729830       4  151409156  151670503      1       1  320      -2.2873      0.98891
7097         4  153684256  153706091      1       1  321    -0.095044      0.53786
54798        4  154234375  154491778      1       1  321       -1.482      0.93083
2266         4  154604134  154612750      1       1  322       0.4347      0.33189
9227         4  154626961  154753119      1       1  322       0.3235      0.37316
166863       4  154781252  154828813      1       1  321      0.64764      0.25861
2982         4  155666568  155737062      2       1  323     -0.56926      0.71541
56034        4  156761611  156971394      1       1  323      -1.6702      0.95256
9693         4  159104071  159360162      1       1  322        2.078     0.018854
56884        4  161383892  162164034      2       1  316     -0.38833      0.65111
55016        4  163524298  164383989      1       1  323       2.1901     0.014257
50859        4  166733384  167234796      3       2  321     -0.52994      0.70192
84869        4  168894623  169010317      1       1  311     -0.54116       0.7058
57630        4  169094256  169271098      1       1  316      -1.6124      0.94656
4750         4  169393270  169612629      1       1  322      -1.8981      0.97116
442117       4  171813424  173040408      2       1  322      -1.1188      0.86839
51809        4  173168753  173323967      1       1  320       1.3795     0.083871
105377542    4  173527382  173583168      1       1  323     -0.49548      0.68987
8001         4  174624141  174829315      1       1  323      0.78366      0.21662
11086        4  174918358  174978180      1       1  321      0.93134      0.17584
2823         4  175632937  176002691      1       1  322     -0.88718      0.81251
55714        4  182323984  182803024      1       1  318     -0.56367      0.71351
60684        4  183659267  183713594      1       1  321     -0.62453      0.73386
133121       4  184088706  184217961      1       1  321     -0.23942      0.59461
2180         4  184755595  184826114      1       1  321      -0.3188      0.62506
57587        4  185151723  185209495      2       1  323      0.23803      0.40593
83891        4  185204242  185363969      3       2  321    -0.040126        0.516
2195         4  186587783  186726915      1       1  320      0.24182      0.40446
57491        5     304176     438291      1       1  322       1.3409     0.089983
79844        5     795605     858973      1       1  321      -1.4591      0.92773
10723        5    1050374    1155747      1       1  315     -0.80548      0.78973
101928793    5    1081751    1083738      1       1  315     -0.80548      0.78973
348932       5    1225355    1246189      1       1  322     -0.60937      0.72886
50805        5    1877427    1887179      1       1  313       1.1639      0.12223
170690       5    5140330    5320299      1       1  322      -2.2063      0.98632
23379        5    5422673    5490234      1       1  322      0.92744      0.17685
108          5    7396230    7830081      1       1  323      -1.5568      0.94024
4552         5    7851186    7901124      1       1  322       1.3269     0.092272
9037         5    9035026    9546121      3       2  322      -1.1293      0.87062
651746       5   10564323   10657816      1       1  322       1.8361     0.033169
1501         5   10971840   11904043      6       4  322     0.091929      0.46338
1767         5   13690328   14011759      4       2  321     -0.31913      0.62519
23194        5   15500165   15939796      2       1  323       1.0384      0.14955
54463        5   16472816   16617058      2       1  319       1.7548     0.039643
4651         5   16661907   16936276      2       1  322       2.4881    0.0064214
1016         5   19472930   20575873      3       2  319     -0.45311      0.67476
1010         5   21750864   22853622      4       2  319      0.43507      0.33176
1008         5   24487100   24645024      1       1  323       1.8441     0.032584
1007         5   26880600   27121198      2       1  318      0.37154      0.35512
1004         5   31193655   31329146      2       1  323       1.0475      0.14744
29102        5   31400494   31532175      1       1  323     -0.23496      0.59288
81792        5   33523535   33892194      3       2  323     -0.12301      0.54895
51151        5   33944616   33985144      1       1  323     0.034047      0.48642
153657       5   34839164   34899650      1       1  322     -0.22227      0.58795
64902        5   34998101   35048188      1       1  323       1.6074     0.053978
3575         5   35856875   35879603      2       1  322      0.85795      0.19546
202151       5   36247874   36301926      2       1  322     -0.98171      0.83688
133584       5   38258409   38465480      1       1  322       0.3648      0.35763
3977         5   38474963   38595405      2       1  322       1.3145     0.094331
9180         5   38845858   38945579      1       1  323     -0.72577      0.76601
1601         5   39371674   39425233      1       1  323        -1.35      0.91149
730          5   40909473   41016004      2       1  323      -1.2453      0.89349
133558       5   40998020   41071342      3       2  321      -1.1904      0.88305
100129792    5   42756818   42802437      1       1  322      0.54543      0.29273
6414         5   42799880   42811922      1       1  322      0.54543      0.29273
3673         5   52989326   53094779      1       1  321      0.19415      0.42303
54622        5   53884748   54310586      2       1  323       1.2027      0.11455
23517        5   55307748   55425581      1       1  321      0.41437       0.3393
8611         5   55424842   55535370      1       1  323      0.47109      0.31879
133396       5   55840334   55922854      1       1  321       1.9178      0.02757
5144         5   58969038   60522120      2       1  320      0.80368      0.21079
57688        5   61332273   61546172      1       1  322       -1.155      0.87595
401190       5   64505539   64614657      1       1  314      -1.6533      0.95087
64105        5   65508067   65563189      1       1  322     -0.03041      0.51213
23398        5   65563236   65587549      1       1  320      -0.1896      0.57519
140890       5   66144218   66183616      1       1  322     0.076602      0.46947
375449       5   66596348   67169598      2       1  322     -0.11717      0.54664
55814        5   71455383   71581062      3       2  322        1.081      0.13985
115548       5   72955981   73090522      1       1  323      -1.3752      0.91546
256006       5   75068297   75236887      1       1  323      0.49025      0.31198
51426        5   75511043   75599823      2       1  320       0.8892      0.18695
728780       5   75611218   75671846      1       1  322       1.5584     0.059572
134359       5   75674198   75717488      1       1  321      0.28968      0.38603
10788        5   76403255   76708132      2       1  323      -1.4144      0.92138
170591       5   76850001   76952882      1       1  310     0.076275       0.4696
8622         5   77180262   77428256      2       1  319     -0.57401      0.71702
55255        5   77430933   77620611      1       1  322      -1.1656      0.87811
6902         5   77691169   77776361      1       1  321      0.21796      0.41373
8546         5   78002326   78294755      1       1  322     0.081707      0.46744
9522         5   78360503   78480739      2       1  321       -1.864      0.96884
411          5   78777209   78986534      1       1  322       1.5284     0.063211
29958        5   78997564   79069674      2       1  322      0.86986      0.19219
9456         5   79373824   79513836      1       1  320      0.90501      0.18273
256987       5   80111227   80256082      1       1  322     -0.95121      0.82925
134526       5   81329991   81394169      1       1  321      0.98921      0.16128
23635        5   81417360   81751253      2       1  319       1.2259      0.11012
6228         5   82273320   82278416      1       1  319      0.65151      0.25736
105379072    5   89003917   89468238      2       1  322      0.95818      0.16899
153364       5   90458203   90474768      1       1  317     -0.21842      0.58645
84059        5   90558800   91164223      1       1  320       1.1504      0.12499
83989        5   93617725   94111699      1       1  313      0.75102      0.22632
285600       5   94150851   94618604      2       1  321     -0.45022      0.67372
79772        5   94703690   95284575      2       1  321       1.7942     0.036387
153642       5   95555111   95605102      1       1  323      0.97395      0.16504
1105         5   98855204   98928623      1       1  322      0.90237      0.18343
7903         5  100806935  100903285      1       1  322      0.17788      0.42941
5066         5  102755276  103031105      1       1  322       0.8438      0.19939
1946         5  107376889  107670895      1       1  321     -0.85455       0.8036
64839        5  107859033  108382098      5       3  321      0.30464      0.38032
2241         5  108746085  109187674      1       1  317      0.61272      0.27003
9867         5  109334709  109409974      1       1  323       0.4233      0.33604
4124         5  109689366  109869625      1       1  318      0.56752      0.28518
642987       5  110387273  110738921      3       2  322      0.82253      0.20539
64097        5  112142319  112419490      2       1  318       2.0406     0.020647
4163         5  113022099  113488830      2       1  320       1.6804      0.04644
64848        5  113513683  113595287      1       1  319    -0.057157      0.52279
3781         5  114056006  114496500      2       1  322      -1.7493      0.95988
55521        5  115124762  115180546      2       1  323       2.3822    0.0086038
206338       5  115954903  116027606      2       1  322      -0.8591      0.80486
51397        5  116083645  116412683      2       1  321       1.0032      0.15788
285605       5  118836074  118988545      1       1  321       1.1094      0.13362
1657         5  119071014  119249129      2       1  321     -0.52752      0.70108
51334        5  120464278  120687332      2       1  315     -0.03744      0.51493
6643         5  122774996  122834539      1       1  311       2.1711      0.01496
28966        5  122845465  123029276      2       1  320      -1.1028      0.86495
93166        5  123035985  123194266      1       1  322      0.88886      0.18704
57507        5  124636913  124748824      1       1  323     -0.84319      0.80044
115123       5  126867714  127032402      1       1  323      0.74145      0.22921
6558         5  128083791  128189688      1       1  320      -2.1566      0.98448
2201         5  128257909  128538042      1       1  323      -1.4536      0.92697
171019       5  129460399  129738763      1       1  323     -0.15285      0.56074
337876       5  129903408  130186678      3       2  319       1.2165       0.1119
51735        5  131423921  131635236      2       1  322     -0.35743      0.63962
96459        5  131641714  131797063      1       1  322      -1.1628      0.87754
728637       5  131806990  131945698      1       1  322       1.6136      0.05331
23305        5  131949973  132012068      1       1  322     -0.54904      0.70851
27125        5  132875379  132963662      1       1  323       1.3892     0.082383
23105        5  133194827  133842066      1       1  317      0.52855      0.29856
347732       5  134967906  135011707      1       1  323      0.75175       0.2261
100996485    5  135033280  135344680      1       1  323      0.39416      0.34673
4090         5  136132845  136182734      1       1  323      0.44663      0.32757
57113        5  136212765  136365476      1       1  322      0.77307      0.21974
6695         5  136975298  137499329      2       1  322      0.26151      0.39685
51306        5  137937949  138051961      1       1  323      -1.3222      0.90695
51523        5  139648716  139683882      1       1  317     0.095824      0.46183
84249        5  139721903  139844466      1       1  322     -0.20161      0.57989
54882        5  140401814  140539856      3       2  320       0.3347      0.36893
404734       5  140401814  140549578      3       2  320       0.3347      0.36893
3035         5  140673904  140691727      1       1  322      0.22942      0.40927
56147        5  140786136  141012344      1       1  321      0.96206      0.16801
56146        5  140794859  141012344      1       1  321      0.96206      0.16801
56145        5  140801198  141012344      1       1  321      0.96206      0.16801
56144        5  140807074  141012344      1       1  321      0.96206      0.16801
56143        5  140821776  141012344      1       1  321      0.96206      0.16801
56142        5  140827922  141012344      1       1  321      0.96206      0.16801
56141        5  140834384  141012344      1       1  321      0.96206      0.16801
56140        5  140841322  141012344      1       1  321      0.96206      0.16801
9752         5  140847772  141012344      1       1  321      0.96206      0.16801
56139        5  140855883  141012344      1       1  321      0.96206      0.16801
56138        5  140867513  141012344      1       1  321      0.96206      0.16801
56137        5  140875302  141012344      1       1  321      0.96206      0.16801
56136        5  140882269  141012344      1       1  321      0.96206      0.16801
56135        5  140926717  141012344      1       1  321      0.96206      0.16801
56134        5  140966162  141012344      1       1  321      0.96206      0.16801
56114        5  141330685  141512979      1       1  309      0.73424       0.2314
56113        5  141338760  141512979      1       1  309      0.73424       0.2314
56112        5  141344034  141512979      1       1  309      0.73424       0.2314
56104        5  141350261  141512979      1       1  309      0.73424       0.2314
56111        5  141355025  141512979      1       1  309      0.73424       0.2314
56103        5  141360136  141512979      1       1  309      0.73424       0.2314
56110        5  141364331  141512979      1       1  309      0.73424       0.2314
56102        5  141370264  141512979      1       1  309      0.73424       0.2314
56109        5  141374084  141512979      1       1  309      0.73424       0.2314
56108        5  141382739  141512979      1       1  309      0.73424       0.2314
8641         5  141387885  141512979      1       1  309      0.73424       0.2314
9708         5  141391916  141512979      1       1  309      0.73424       0.2314
56101        5  141398128  141512979      1       1  309      0.73424       0.2314
56107        5  141402953  141512979      1       1  309      0.73424       0.2314
1729         5  141515016  141619055      1       1  322     -0.26608      0.60491
2246         5  142592178  142698070      1       1  323     -0.65856      0.74491
23092        5  142770380  143229007      2       1  323       1.3919      0.08197
57528        5  144170760  144485686      2       1  320       1.2297       0.1094
5521         5  146589504  147081520      3       2  322     -0.33778      0.63224
1809         5  147390808  147510260      2       1  322       2.6694    0.0037988
9832         5  147585439  147782848      1       1  322       1.5585     0.059555
3360         5  148451032  148654527      1       1  321      -1.4548      0.92714
79628        5  148982150  149063174      2       1  321      -0.1211       0.5482
22885        5  149141483  149260439      1       1  322     -0.14203      0.55647
133522       5  149730252  149857874      2       1  323      0.64993      0.25787
972          5  150401637  150412936      1       1  323      0.65557      0.25605
3340         5  150485823  150558211      1       1  322       0.5718      0.28373
345611       5  150846523  150902400      1       1  321       0.4576      0.32362
10318        5  151029943  151087660      1       1  323     -0.27536      0.60848
206358       5  151411344  151561961      2       1  321       3.0852    0.0010172
2196         5  151504092  151652140      3       2  321       2.7821    0.0027007
2741         5  151822513  151924866      1       1  322       1.0122      0.15572
2890         5  153489696  153813873      2       1  321      0.60215      0.27354
55568        5  154190735  154420984      1       1  323     -0.22415      0.58868
10826        5  154817034  154850653      1       1  322     -0.99853      0.84099
6444         5  156117934  156767788      4       2  322      -1.6282      0.94826
26762        5  156979480  157069527      1       1  322     -0.54069      0.70564
9685         5  157785743  157859175      1       1  323      -0.9529      0.82968
1879         5  158695908  159099780      3       2  322      0.28501      0.38782
147          5  159916733  159986178      1       1  323      0.24492      0.40326
7265         5  160009100  160065545      1       1  323       1.7587     0.039312
114825       5  160043562  160120808      1       1  323      -2.1318      0.98349
23120        5  160563120  160929368      1       1  320     -0.93021      0.82387
2561         5  161288419  161548124      3       2  318       0.8303      0.20319
57451        5  166979078  168264157      5       3  322       1.1645      0.12211
23286        5  168292060  168472303      1       1  323      -1.3253      0.90746
30820        5  170353487  170736632      1       1  322     -0.23867      0.59432
64901        5  170861882  171300450      1       1  323      0.92359      0.17785
6793         5  172042070  172188342      1       1  322        1.253       0.1051
285588       5  172188430  172203454      1       1  322     0.079519      0.46831
54492        5  172641247  172691540      1       1  317       1.2728      0.10155
101928093    5  172755503  172762565      1       1  321      0.73274      0.23186
57222        5  172834220  172952685      1       1  320     -0.51447      0.69654
133491       5  173989159  174006140      1       1  319      0.54531      0.29277
3101         5  176880869  176899373      1       1  317       1.5012     0.066653
51720        5  176905005  177022571      1       1  320     -0.86792      0.80728
64324        5  177133025  177300213      1       1  317       1.0134      0.15544
91522        5  178237616  178590555      5       3  322      0.79873      0.21222
80230        5  179550561  179610026      1       1  323      -1.5673      0.94148
3187         5  179614178  179634784      1       1  311     -0.98909      0.83869
821          5  179678646  179731641      1       1  320      -1.0373      0.85021
23061        5  179862071  179907856      1       1  322       0.8382      0.20096
55819        5  179920270  180072130      1       1  321       2.0694     0.019256
2324         5  180601506  180650271      1       1  309     -0.59632      0.72452
3662         6     391739     411443      1       1  321      0.91369      0.18044
55770        6     485138     693141      1       1  309       1.6172     0.052921
135458       6     655939     656964      1       1  309       1.6172     0.052921
56897        6    2765341    2785745      1       1  322     -0.78223      0.78296
389362       6    3254449    3303019      1       1  319      -1.0314      0.84882
63027        6    3268973    3456587      1       1  319      -1.0314      0.84882
221749       6    3722602    3752012      1       1  323       1.7602     0.039184
8899         6    4021329    4064983      1       1  323      0.43939      0.33019
404220       6    4079206    4130766      2       1  321      0.90826      0.18187
10455        6    4115693    4135597      2       1  322      0.36945       0.3559
9425         6    4706159    4955544      3       2  320    -0.063385      0.52527
10667        6    5261018    5771583      5       3  323       1.2145      0.11229
6239         6    7107597    7251980      1       1  322       1.4991     0.066918
63915        6    8013567    8064414      1       1  322      -1.5528      0.93977
105369145    6    9845518   10159438      2       1  321      0.95168      0.17063
4117         6   10762723   10838605      1       1  322       0.8924      0.18609
54898        6   10980759   11044391      1       1  321      0.26047      0.39725
4739         6   11183298   11382348      1       1  321      0.23421      0.40741
84830        6   11712895   11779628      1       1  323       1.0551       0.1457
221692       6   12716606   13290244      3       2  323       -0.844      0.80067
51256        6   13304951   13328583      1       1  323      0.39002      0.34826
84062        6   15522801   15663058      3       2  322       1.3151     0.094243
6310         6   16299112   16761490      1       1  323      0.76063      0.22344
10486        6   17393216   17557792      2       1  321       1.3108     0.094964
63971        6   17759183   17987629      2       1  322     0.036896      0.48528
7172         6   18128311   18155165      1       1  323      0.75939      0.22381
255488       6   18277515   18468874      1       1  322      -1.0856      0.86117
3400         6   19837370   19842200      1       1  322     -0.94951      0.82882
54901        6   20534457   21232404      7       4  322       1.1253      0.13022
140767       6   24126186   24147529      1       1  321       0.4701      0.31914
7915         6   24494969   24537207      1       1  320    -0.062481      0.52491
9750         6   24804281   25042288      2       1  322        1.226       0.1101
55604        6   25279428   25620530      1       1  320     -0.19765      0.57834
10590        6   25652201   25701783      1       1  321      -0.1148       0.5457
10050        6   25753359   25781175      1       1  320       1.8149     0.034771
10246        6   25912754   25930726      1       1  322      0.67484      0.24989
81696        6   29355230   29457067      2       1  321       2.2689     0.011636
26716        6   29457133   29464322      2       1  323       1.4588     0.072306
346171       6   29672392   29681146      1       1  321       1.0411      0.14891
89870        6   30163206   30172696      1       1  322      -1.2779      0.89936
7726         6   30184453   30213494      1       1  318        1.523     0.063881
56658        6   30326844   30343729      3       2  321     -0.34302      0.63421
202658       6   30329311   30346858      3       2  321     -0.34302      0.63421
2794         6   30541377   30557594      1       1  319     -0.13532      0.55382
23           6   30571393   30591532      1       1  322     -0.23674      0.59357
5514         6   30600400   30618607      1       1  322      0.46334      0.32156
8449         6   30653119   30673053      1       1  316     -0.30207       0.6187
170954       6   30676389   30687895      1       1  319       1.4701     0.070769
100507679    6   31005952   31035570      1       1  322      -1.5604      0.94067
170679       6   31114831   31140092      1       1  323     -0.42406      0.66424
4049         6   31560550   31574324      1       1  322       2.7304     0.003163
7917         6   31639028   31660767      2       1  321      0.46505      0.32095
80736        6   31863192   31879046      1       1  313       2.2407     0.012522
10919        6   31879759   31897707      1       1  318       2.2948     0.010873
717          6   31897785   31945674      2       1  322     -0.60261      0.72662
6048         6   32178385   32180793      1       1  323       1.4802     0.069416
5089         6   32184733   32190186      2       1  319     0.025573       0.4898
4855         6   32194843   32224067      2       1  321     -0.32846      0.62872
101929163    6   32255717   32407822      4       2  322      0.36665      0.35694
10665        6   32288541   32372114      4       2  322      0.36665      0.35694
3109         6   32934629   32941070      1       1  321      -1.0202      0.84618
3108         6   32948614   32953122      2       1  323       1.6204     0.052578
1302         6   33162692   33193152      1       1  310     -0.40638      0.65777
9277         6   33279103   33289527      1       1  321       1.4122     0.078948
29993        6   34466061   34536262      1       1  321      0.18012      0.42853
54887        6   34792017   34877514      1       1  321      0.34667      0.36442
5467         6   35342558   35428191      1       1  321      0.31105      0.37788
6732         6   35833034   35921180      1       1  323       1.6438     0.050106
401258       6   36697827   36733183      1       1  323     -0.88447      0.81178
221477       6   36871846   36928964      1       1  319      0.39899      0.34495
221476       6   36948263   36964837      1       1  315       1.3988     0.080938
23070        6   37433131   37482827      1       1  323       0.4273      0.33458
60685        6   37819496   38154624      1       1  322       0.2056      0.41855
114781       6   38168451   38640547      1       1  321      0.47557      0.31719
221458       6   39335100   39725472      3       2  322      0.22861      0.40959
