GL000009.2	56140	58376		ENSG00000278704	
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905429.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905430.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905431.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905432.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905433.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905434.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905435.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905436.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905437.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905438.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905754.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905755.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905756.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905757.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905758.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905759.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905760.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905761.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905762.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905763.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905764.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905765.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905768.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905769.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905770.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905771.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905772.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905773.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905774.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905775.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905776.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905777.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905778.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905779.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905780.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905781.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905782.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905783.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905784.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905785.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905786.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905787.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905788.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905791.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905792.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905793.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905794.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905795.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905796.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905797.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905798.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905800.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905801.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905802.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905803.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905804.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905805.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905807.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905819.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905822.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905823.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905824.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905825.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905826.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905827.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905828.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905829.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905830.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905831.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905832.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905833.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905834.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905835.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905836.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905837.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905838.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905839.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905840.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905841.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905842.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905843.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905844.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905845.0
HG2002_PATCH	149485	149603	RNA5S1	ENSG00000285166	124905846.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	100169753.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905422.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905424.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905425.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905426.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905427.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905428.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905429.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905430.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905431.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905432.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905433.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905434.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905435.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905436.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905437.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905438.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905754.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905755.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905756.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905757.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905758.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905759.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905760.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905761.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905762.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905763.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905764.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905765.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905768.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905769.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905770.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905771.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905772.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905773.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905774.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905775.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905776.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905777.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905778.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905779.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905780.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905781.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905782.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905783.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905784.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905785.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905786.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905787.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905788.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905791.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905792.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905793.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905794.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905795.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905796.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905797.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905798.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905800.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905801.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905802.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905803.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905804.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905805.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905807.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905819.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905822.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905823.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905824.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905825.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905826.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905827.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905828.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905829.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905830.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905831.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905832.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905833.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905834.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905835.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905836.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905837.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905838.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905839.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905840.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905841.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905842.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905843.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905844.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905845.0
HG2002_PATCH	151724	151842	RNA5S2	ENSG00000285285	124905846.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	100169754.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	100169763.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905422.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905424.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905425.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905426.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905427.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905428.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905429.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905430.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905431.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905432.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905433.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905434.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905435.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905436.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905437.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905438.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905754.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905755.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905756.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905757.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905758.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905759.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905760.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905761.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905762.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905763.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905764.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905765.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905768.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905769.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905770.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905771.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905772.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905773.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905774.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905775.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905776.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905777.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905778.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905779.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905780.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905781.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905782.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905783.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905784.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905785.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905786.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905787.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905788.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905791.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905792.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905793.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905794.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905795.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905796.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905797.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905798.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905800.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905801.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905802.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905803.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905804.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905805.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905807.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905819.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905822.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905823.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905824.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905825.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905826.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905827.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905828.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905829.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905830.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905831.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905832.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905833.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905834.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905835.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905836.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905837.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905838.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905839.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905840.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905841.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905842.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905843.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905844.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905845.0
HG2002_PATCH	212165	212283	RNA5S3	ENSG00000285168	124905846.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	100169767.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905422.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905424.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905425.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905426.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905427.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905428.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905429.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905430.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905431.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905432.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905433.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905434.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905435.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905436.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905437.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905438.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905754.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905755.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905756.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905757.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905758.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905759.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905760.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905761.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905762.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905763.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905764.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905765.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905768.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905769.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905770.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905771.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905772.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905773.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905774.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905775.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905776.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905777.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905778.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905779.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905780.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905781.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905782.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905783.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905784.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905785.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905786.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905787.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905788.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905791.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905792.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905793.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905794.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905795.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905796.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905797.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905798.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905800.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905801.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905802.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905803.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905804.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905805.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905807.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905819.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905822.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905823.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905824.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905825.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905826.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905827.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905828.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905829.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905830.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905831.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905832.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905833.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905834.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905835.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905836.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905837.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905838.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905839.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905840.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905841.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905842.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905843.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905844.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905845.0
HG2002_PATCH	221127	221245	RNA5S16	ENSG00000284853	124905846.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	100169768.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905422.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905424.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905425.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905426.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905427.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905428.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905429.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905430.0
